#promien     #dlugosc     #T
0.000224    0.00021    37.0078
0.000238    0.00021    37.0073
0.000252    0.00021    37.0068
0.000266    0.00021    37.0064
0.00028    0.00021    37.0061
0.000294    0.00021    37.0058
0.000308    0.00021    37.0055
0.000322    0.00021    37.0052
0.000336    0.00021    37.005
0.00035    0.00021    37.0048
0.000364    0.00021    37.0046
0.000378    0.00021    37.0044
0.000392    0.00021    37.0043
0.000406    0.00021    37.0041
0.00042    0.00021    37.004
0.000434    0.00021    37.0039
0.000448    0.00021    37.0038
0.000462    0.00021    37.0037
0.000476    0.00021    37.0037
0.00049    0.00021    37.0036
0.000504    0.00021    37.0036
0.000518    0.00021    37.0035
0.000532    0.00021    37.0035
0.000546    0.00021    37.0035
0.00056    0.00021    37.0035

0    0.000224    37.0244
1.4e-05    0.000224    37.0244
2.8e-05    0.000224    37.0244
4.2e-05    0.000224    37.0244
5.6e-05    0.000224    37.0244
7e-05    0.000224    37.0211
8.4e-05    0.000224    37.0185
9.8e-05    0.000224    37.0164
0.000112    0.000224    37.0146
0.000126    0.000224    37.0132
0.00014    0.000224    37.012
0.000154    0.000224    37.011
0.000168    0.000224    37.0101
0.000182    0.000224    37.0094
0.000196    0.000224    37.0087
0.00021    0.000224    37.0081
0.000224    0.000224    37.0076
0.000238    0.000224    37.0071
0.000252    0.000224    37.0067
0.000266    0.000224    37.0063
0.00028    0.000224    37.006
0.000294    0.000224    37.0056
0.000308    0.000224    37.0054
0.000322    0.000224    37.0051
0.000336    0.000224    37.0049
0.00035    0.000224    37.0047
0.000364    0.000224    37.0045
0.000378    0.000224    37.0043
0.000392    0.000224    37.0042
0.000406    0.000224    37.0041
0.00042    0.000224    37.0039
0.000434    0.000224    37.0038
0.000448    0.000224    37.0037
0.000462    0.000224    37.0037
0.000476    0.000224    37.0036
0.00049    0.000224    37.0036
0.000504    0.000224    37.0035
0.000518    0.000224    37.0035
0.000532    0.000224    37.0035
0.000546    0.000224    37.0035
0.00056    0.000224    37.0035

0    0.000238    37.0244
1.4e-05    0.000238    37.0244
2.8e-05    0.000238    37.0244
4.2e-05    0.000238    37.0244
5.6e-05    0.000238    37.0244
7e-05    0.000238    37.0208
8.4e-05    0.000238    37.018
9.8e-05    0.000238    37.0159
0.000112    0.000238    37.0142
0.000126    0.000238    37.0128
0.00014    0.000238    37.0117
0.000154    0.000238    37.0107
0.000168    0.000238    37.0098
0.000182    0.000238    37.0091
0.000196    0.000238    37.0085
0.00021    0.000238    37.0079
0.000224    0.000238    37.0074
0.000238    0.000238    37.0069
0.000252    0.000238    37.0065
0.000266    0.000238    37.0061
0.00028    0.000238    37.0058
0.000294    0.000238    37.0055
0.000308    0.000238    37.0052
0.000322    0.000238    37.005
0.000336    0.000238    37.0048
0.00035    0.000238    37.0046
0.000364    0.000238    37.0044
0.000378    0.000238    37.0042
0.000392    0.000238    37.0041
0.000406    0.000238    37.004
0.00042    0.000238    37.0039
